text,label
you know i'll send the documents by sunday,task
um let's go ahead with mom's suggestion,decision
the dog did the funniest thing today yaar,ordinary
we'll do the meeting first and water the plants after,decision
arre instead of buying let's just rent the parcel yaar,decision
we'll deal with it eventually actually,ordinary
did you see how crowded the pharmacy was,ordinary
by the way this tea is perfect only,ordinary
the landlord texted that the review is happening at at the bank,info
so the grocery store is running a big sale till wednesday,info
uh instead of buying let's just rent the medicine you know,decision
by the way did anyone ask priya about the invoice actually,question
arre hmm yeah makes sense,ordinary
just heard that the road is blocked,info
by the way not sure who's handling that but someone should,task
uh can you check when the interview starts,question
let's move the wedding to saturday,decision
can you pay the electricity bill when you get time,task
so i had biryani for lunch right,ordinary
we still have to water the plants,task
you know we decided to cancel the meeting,decision
the food was really good na,ordinary
listen insurance claim got approved for 2000 rupees,info
instead of buying let's just rent the form,decision
the landlord increased the the rent by 1200,info
by the way still have to confirm the booking with the service center,task
let me set a reminder to collect the laundry,task
listen our booking at the office is confirmed for next week,info
okay so moving the documents to thursday everyone okay with that done then,decision
hey we're not renewing the subscription anymore,decision
so can you find a good deal on the report,question
have to submit the tickets before the review,task
can someone find out if the metro station is open day after tomorrow,question
you know okay bye see you na,ordinary
listen that link the plumber forwarded looks like a scam,risk
um there's a crack on the wall near the bank getting bigger,risk
somebody left the gate open all night yaar,risk
uh instead of buying let's just rent the photos,decision
actually the flight venue changed to the restaurant,info
so nothing interesting on on tv these days right,ordinary
mom's fever isn't coming down since monday,risk
by the way moving the assignment to tonight everyone okay with that done then,decision
you know nothing much just just chilling,ordinary
listen note it down we must renew the insurance by tonight,task
i'll transfer half of it to the electrician by tuesday,task
um nothing much just chilling,ordinary
by the way watch out the tap is leaking badly,risk
could you find out the fees for the meeting,question
uh aunt seema is getting discharged this evening morning,info
rahul said the school is closed,info
who who should i contact about the assignment,question
he's always late anyway only,ordinary
don't eat that it's been been out since day after tomorrow,risk
have to submit the medicine before the wedding,task
by the way my back hurts from sitting all day,ordinary
let's book the bank before the prices go up actually,decision
we still have to call the plumber,task
can you call the plumber when you get time,task
so how do we get to the office from here,question
just heard that the meeting got cancelled,info
arre the bike's tyre looks completely worn out,risk
kids these days i tell you you know,ordinary
i'll pick up the tickets from the grocery store on my way back,task
i've decided to quit and look for for something better,decision
how long does it take to reach the pharmacy,question
the gym was was empty today,ordinary
the market is running a big sale till thursday you know,info
um do you you know what time the airport closes,question
okay so our neighbour's fever isn't coming down since tuesday,risk
by the way let's cut the budget for the tickets by half of it,decision
arre arre we decided to cancel the party,decision
uh the new phone looks nice though,ordinary
okay so the new timings for the service center are 7 in the evening to noon,info
the medicine finally got delivered to the office,info
sarah confirmed the flight is at 7 in the evening,info
long time no see,ordinary
anyway how was your day you know,ordinary
you know the ceiling fan is wobbling badly get it checked,risk
how long does it take take to reach the pharmacy,question
arre the bike's tyre tyre looks completely worn out yaar,risk
remind me to pay the electricity bill tonight,task
got the confirmation the laptop ships this weekend,info
who should i i contact about the laptop,question
uh i'll follow up with the delivery guy about the flight,task
watch out the stove is still on,risk
the deadline for the photos moved moved to day after tomorrow,info
hey where do do we submit the presentation,question
don't eat that it's been out since this evening only,risk
they announced a holiday on wednesday na,info
okay so which bus goes to the restaurant na,question
you know remind me to fix the tap monday,task
um what a boring day,ordinary
sarah said the brakes feel loose please look at it,risk
we decided to cancel the flight actually,decision
the dog dog did the funniest thing today,ordinary
okay so careful the balcony railing is loose,risk
arre i said i'd help the teacher with the parcel this evening,task
hey nothing much just chilling you know,ordinary
it's settled mom pays for the laptop this time,decision
the deadline for the rent moved to day after tomorrow,info
final call we're skipping the wedding this time,decision
don't eat that it's been out since wednesday,risk
i'll send send the keys by next week,task
you know how do we get to the restaurant from here,question
um how many people are coming to the appointment yaar,question
um don't eat that it's been out since this evening,risk
dad said the stove is still on please look at it,risk
okay so not sure who's handling that but someone should,task
i'll pick up the documents from the office on my way back,task
uh they they announced a holiday on this evening,info
listen we should hang out sometime,ordinary
hey first thing this weekend morning i'll pay the electricity bill,task
i'll send the report by next week,task
listen i said i'd help my brother with the keys day after tomorrow,task
by the way okay then tuesday 8 pm is locked for the class,decision
can you check when the checkup starts,question
hey i'll call my brother sunday about the laptop,task
hey our booking at the service center is confirmed for saturday,info
listen sarah said the meeting got cancelled,info
sarah said the flight got delayed,info
okay so i'll call the teacher tonight tonight about the presentation,task
monsoon started early this year na,ordinary
did anyone ask priya about the assignment,question
you know our slot at the airport got moved to 1030 na,info
let's go ahead with mom's suggestion you know,decision
by the way can you find a good deal on the medicine right,question
so let me finish the presentation tonight and send it over,task
um the new phone looks nice though,ordinary
actually i think the gas gas smells weird,risk
listen ankit hasn't picked up the phone since noon,risk
by the way don't eat that it's been out since this evening,risk
can someone find out if the metro station is open tuesday,question
listen where do we submit the report na,question
the refund of 500 rupees got credited today only,info
i have to drop the laptop at the gym this weekend,task
our neighbour is coming down day after tomorrow for the appointment,info
so i have to drop the invoice at the bank sunday,task
i have to drop the report at the market tuesday,task
should we take a cab or the metro to the office you know,question
whom do we call if the service center is shut you know,question
not sure who's handling that but someone should,ordinary
actually i think the balcony railing is loose,risk
i'm supposed to send the tickets to aunt seema today,task
you know remind me to return the library books tuesday only,task
by the way she sings really well right,ordinary
i'll follow up with priya about the wedding yaar,task
um i'll call my brother next week about the charger,task
can you look up the number for the bank right,question
um i'm skeptical this is going to work out,decision
let's split the cost of the assignment yaar,decision
don't eat that it's it's been out since day after tomorrow,risk
okay so nothing interesting on tv these days na,ordinary
listen the plumber said the flight got delayed,info
okay so how many people are coming to the trip,question
i said i'd help sarah with the medicine tuesday,task
the deadline for the charger moved to tomorrow,info
listen what did the doctor say about the reports,question
we still still have to recharge the phone right,task
someone someone has to send the email before the appointment,task
i said i'd help our neighbour with the photos sunday,task
the salary got credited early this month you know,info
okay so okay then this evening 7 in the evening is locked for the class,decision
i will share the details with my boss after the appointment,task
listen listen what did the doctor say about the reports,question
by the way what did the doctor say about the reports,question
arre i have to drop the charger charger at the grocery store tonight,task
uh there's water leaking near the switchboard,risk
ankit's fever isn't coming coming down since saturday right,risk
that actor is so good in the food,ordinary
that was a great match only,ordinary
uh we should hang out sometime you know,ordinary
listen my brother is getting discharged this weekend morning,info
my brother texted that the checkup checkup is happening at the service center,info
actually no way really na,ordinary
uh the delivery guy hasn't picked up the phone since 1030 right,risk
our booking at the market is confirmed for wednesday,info
what documents do they need at the clinic actually,question
i will share the details with mom after the wedding,task
hey how many people are coming to the call,question
actually don't eat that it's been out since sunday,risk
uh did you watch cricket yesterday actually,ordinary
so my my back hurts from sitting all day,ordinary
listen don't eat that it's been out since saturday,risk
that link priya forwarded looks like a scam,risk
so someone ought to take care of that,ordinary
we should should hang out sometime,ordinary
um the medicine expired last month don't take it yaar,risk
so aunt seema's fever isn't coming down since tuesday you know,risk
let me finish the invoice tonight and send it over,task
let's move the checkup to this weekend,decision
hey don't forget to pay the electricity bill only,task
what time time does the gym open on tuesday,question
final call we're skipping the trip this time,decision
actually how how many people are coming to the appointment,question
actually let's meet at 1030 not lunchtime you know,decision
i'll transfer a lot to mom by tonight you know,task
arre don't forget to renew the insurance,task
moving the assignment to sunday everyone okay with that done then,decision
i'll send the parcel by saturday,task
street dogs near the airport looked aggressive today right,risk
we're we're postponing the meeting to tuesday,decision
the new timings for the metro station are 7 in the evening to 4 pm,info
by the way way did you see how crowded the restaurant was,ordinary
can someone find out if the airport is open tuesday,question
someone has to send the email before the interview,task
is the offer on the parcel still valid na,question
arre pending item is to submit the form don't let me forget,task
did you you notice the stove is still on,risk
actually how many people are coming to the class class only,question
uh let's cancel the cab and take the train you know,decision
we're switching switching to the new plan from tonight,decision
you know should we take a cab or the metro to the school,question
okay so we are shifting the party from tomorrow to monday you know,decision
i'm not totally sure sure this is the right call na,decision
ankit reached safely an hour ago only,info
did anyone ask my boss about the tickets yaar,question
the plumber said the road is blocked,info
i will share the details with the teacher after the review,task
okay so okay bye see you,ordinary
uh good morning everyone,ordinary
nothing interesting on tv these days right,ordinary
um dr mehta hasn't picked up the phone since lunchtime,risk
arre let's do the appointment at lunchtime instead,decision
i will share the details with dad after the review,task
we agreed to keep the review at the office itself right,decision
note it down we must pick up the medicine by friday,task
listen final call we're skipping the call this time,decision
uh i think the tap is leaking badly,risk
so low balance alert came twice something's wrong with the account,risk
what time does the metro station open on tomorrow,question
mom's fever isn't coming down since this evening na,risk
the electrician got selected for the job,info
did anyone ask the landlord about the photos only,question
okay so make sure the rent reaches rahul by 7 in the evening,task
uh street dogs near the bank looked aggressive today,risk
hey does anyone know where i kept the photos,question
arre i'm not sure that's that's going to work only,decision
by the way i love this place,ordinary
so let's do the party at early morning instead,decision
update priya cleared the interview,info
um careful the balcony railing is loose,risk
can you look up the number for the clinic right,question
okay then sunday 1030 1030 is locked for the review,decision
is the bank open on monday or not,question
uh there's a crack on the wall near the pharmacy getting bigger,risk
the meeting venue changed to the bank,info
somebody should look into that soon only,ordinary
the landlord is coming down saturday for the checkup,info
got the confirmation the tickets ships sunday,info
which bus goes to the office,question
um the new phone looks nice though only,ordinary
so the bike's tyre looks completely worn out only,risk
so i said i'd help my brother with the documents wednesday,task
you know news says the clinic metro line opens this evening,info
by the way oh nice,ordinary
actually the traffic traffic was crazy as usual yaar,ordinary
what was the address sarah sent only,question
did anyone ask sarah about the invoice,question
let's drop the idea of the checkup this month,decision
um there's water leaking near the switchboard,risk
okay so actually let's meet at 1030 not noon na,decision
hey we'll deal with it eventually,task
uh the delivery guy said the wire is sparking please look at it only,risk
let's move the party to thursday,decision
can somebody check the status of the report right,question
monsoon started early this year right,ordinary
news says the clinic metro line opens day after tomorrow,info
the the geyser was on the whole night that's risky,risk
i'm supposed to send the assignment to dad today,task
hey somebody left the gate open all night right,risk
final call we're skipping the call this time,decision
did you notice the iron was left plugged in,risk
i'm supposed to send the tickets to mom today,task
let's cut the budget for the tickets by a lot,decision
i'll transfer a lot to dad by tomorrow,task
you know let's book the restaurant before the the prices go up,decision
you know the medicine finally got delivered to the service center,info
i'm worried the landlord sounded really unwell on the call you know,risk
okay so aunt seema said the road is blocked,info
okay so who should i contact about the documents,question
first thing this weekend morning i'll book the tickets you know,task
uh nothing interesting on tv these days,ordinary
by the way street dogs near the bank looked aggressive today,risk
so i've decided to quit and look for something better,decision
okay so this song is stuck in my head,ordinary
um the teacher texted that the trip is happening at the market,info
note it down we must fix the tap by friday right,task
actually the deadline for the photos moved to saturday,info
okay so street dogs near the restaurant looked aggressive today,risk
nothing much just chilling right,ordinary
arre don't eat that it's been out since monday,risk
the new timings for the metro station are lunchtime to 8 pm,info
actually how many people are coming to the review na,question
what time does the market open on tuesday yaar,question
listen ankit reached safely an hour ago,info
actually the gym was empty today right,ordinary
let's move the appointment to tuesday,decision
so can you check when the party starts,question
hey the delivery guy said the exam got postponed,info
uh how long does it take to reach the airport,question
um how much did we pay for the charger last time you know,question
listen the traffic was crazy as usual usual yaar,ordinary
um hey the milk has gone bad someone should check you know,risk
listen the internet banking otp came without me doing anything right,risk
okay so hey the balcony railing is loose someone should check,risk
monsoon started started early this year right,ordinary
listen they announced a holiday on wednesday,info
the refund of 1200 got credited today you know,info
let's cancel the cab and take the train actually,decision
arre who should i contact about the laptop only,question
we're switching to the new plan from saturday,decision
remind me to book the tickets wednesday right,task
hey the salary got credited early this month,info
there's a crack on the wall near the bank getting bigger you know,risk
okay so note it down we must book the tickets by day after tomorrow,task
listen that was a great match,ordinary
let's move the call to tuesday,decision
arre did you watch the match yesterday na,ordinary
hey first thing sunday morning i'll call the plumber,task
uh what time does the grocery store open on friday,question
actually the medicine expired last month don't take it you know,risk
um the delivery guy said the floor is wet please look at it,risk
okay so first thing monday morning i'll call the plumber yaar,task
hey i think the floor is wet,risk
let's book the clinic before the prices go up,decision
can you you look up the number for the grocery store,question
remind me to pay the electricity bill tomorrow,task
sarah said the the exam got postponed,info
by the way my back hurts from sitting all day you know,ordinary
something about this this doesn't feel right,decision
mom's fever isn't coming down since this evening right,risk
i'll transfer 500 rupees to the teacher by wednesday,task
so decided we're selling the old bike actually,decision
um i'll transfer the full amount amount to the delivery guy by monday,task
actually arre wah nice,ordinary
arre the geyser was on the whole night that's risky,risk
so we're switching to the new plan from thursday,decision
actually let's book the grocery store before the prices go up,decision
uh there's a crack on the wall near the gym getting bigger,risk
can can someone find out if the gym is open tomorrow,question
yeah right,ordinary
i'll transfer 2000 rupees to the plumber by day after tomorrow,task
remind me to book the tickets tomorrow,task
how do we get to the grocery store from here,question
arre i don't think this is a good idea,decision
i need to fix the tap before 1030,task
update the landlord cleared the interview,info
hey i think the door is unlocked,risk
our slot at the pharmacy got moved to 8 pm,info
i i have to drop the laptop at the office wednesday yaar,task
the ladder is shaky don't don't climb it alone,risk
by the way can someone find out if the pharmacy is open wednesday na,question
actually news says the clinic metro line opens monday,info
um the meeting got cancelled saturday,info
that actor is so good in the weather,ordinary
does anyone know where i kept kept the parcel,question
the new timings for the metro station are 7 in the evening to noon,info
listen we'll take the morning train instead of the flight,decision
scrap the old plan we start fresh from tonight,decision
okay so acha okay you know,ordinary
actually we're postponing the flight to wednesday yaar,decision
oh nice right,ordinary
um our slot at the the service center got moved to noon na,info
you take care of the report and i'll handle the rest,task
you know the the gym was empty today only,ordinary
news says the school metro line opens tonight,info
listen the pressure cooker cooker whistle is stuck be careful,risk
um should we take a cab or the metro to the clinic,question
long time no see right,ordinary
lol na,ordinary
did you watch the weather yesterday,ordinary
actually final call we're skipping the interview this time you know,decision
i had biryani for for lunch,ordinary
can you find a good deal on the parcel you know,question
the delivery guy confirmed the interview is at 1030,info
did anyone ask dad about the assignment,question
so is there a way to reschedule the wedding,question
i'll call the landlord day after tomorrow about the charger,task
should we take a cab or the metro to the grocery store,question
uh my boss said the school is closed,info
uh okay then tonight early morning is locked for the the review,decision
i'll transfer more than expected to the plumber by saturday you know,task
arre the school is running a big sale till tomorrow,info
the ceiling fan is wobbling badly get it checked right,risk
um the bike's tyre looks completely worn out,risk
you know can you check when the checkup starts,question
so our slot at at the gym got moved to lunchtime,info
actually the traffic was crazy as usual,ordinary
did you notice the floor is wet,risk
hey that link my brother forwarded looks like a scam,risk
we'll deal with it eventually,task
have to submit the charger before the appointment,task
the laptop finally got delivered to the clinic,info
our booking at the office is confirmed for tonight,info
how do we get to the service center from here,question
the landlord shifted to the new place last week,info
okay so we are shifting the party from tonight to sunday,decision
could you find out the fees for the party,question
news says the airport metro line opens tomorrow actually,info
did you watch the food yesterday you know,ordinary
hey i'm fine thanks only,ordinary
by the way the teacher is coming down tonight for the interview,info
by the way what documents do they need at the bank,question
listen how do we get to the gym from here actually,question
arre we are shifting the party from wednesday to monday na,decision
the new timings for the metro station are 530 to 7 in the evening,info
arre what a boring day only,ordinary
let's do the flight at 7 in the evening instead,decision
uh nothing much just chilling,ordinary
dad texted that the checkup is happening at the service center right,info
arre okay bye see you,ordinary
my brother confirmed the flight is at at 8 pm,info
uh don't eat that it's been out since wednesday,risk
could you find out the fees for the call,question
did you see see how crowded the bank was,ordinary
do you know what time the pharmacy closes only,question
our booking at the office is confirmed for friday,info
i'll call the electrician wednesday about the parcel na,task
news says the gym metro line opens friday,info
arre okay final we're going with the cheaper option,decision
that actor is so good in the food na,ordinary
we should probably fix this sometime,task
okay so fine let's not invite the delivery guy then,decision
um what's up actually,ordinary
so nothing nothing interesting on tv these days,ordinary
let's do the call at 530 instead only,decision
rahul is coming down sunday for the class,info
the landlord said the stove is still on please look at it,risk
you know mom's fever isn't coming down since thursday,risk
you know the deadline for the assignment moved to day after tomorrow,info
the plumber plumber is coming down friday for the class,info
we'll do the flight first and collect the laundry after,decision
arre let's let's move the party to friday,decision
hey make sure the documents reaches my brother by 9 am na,task
by the the way the ceiling fan is wobbling badly get it checked,risk
i'm worried dad sounded really unwell on the call,risk
actually kids were playing near the main road again,risk
the clinic is running a big sale till tomorrow,info
you know acha okay,ordinary
careful the brakes feel loose,risk
actually it's settled sarah pays for the photos this time,decision
kids these days i tell you right,ordinary
we'll do the wedding first and call the plumber after,decision
the ladder is shaky don't climb it alone yaar,risk
let's cut the budget for the presentation by 500 rupees yaar,decision
the new timings for the grocery store are 7 in the evening to 530,info
the flight got delayed saturday,info
i've decided to quit and look for something better only,decision
hey hey just scrolling reels,ordinary
the refund of a lot got credited today actually,info
kids were playing playing near the main road again,risk
i'm fine fine thanks,ordinary
hey hahaha good one,ordinary
is the offer on the photos still valid,question
the dog did the funniest thing today na,ordinary
um we still have to collect the laundry,task
the teacher hasn't picked up the phone since lunchtime,risk
uh i had biryani for lunch,ordinary
arre the extension board is overheating unplug it,risk
arre the delivery guy is coming down this weekend for the party,info
actually let's meet at lunchtime not early morning,decision
listen is it possible to change the date of the flight,question
you know final call we're we're skipping the party this time na,decision
actually the food was really good,ordinary
just heard that the meeting got cancelled right,info
watch out the floor is wet you know,risk
the strike is over buses are back back from next week right,info
can you look up the number for the service center only,question
the teacher said the floor is wet please look at it,risk
okay so my boss texted that the flight is happening at the bank,info
i said i'd help help mom with the parcel sunday,task
hey did you notice the stove is still on only,risk
by the way what did the doctor say about the reports yaar,question
i have to drop the medicine at the clinic thursday,task
i'm supposed to send the photos to the delivery guy today,task
uh arre wah nice,ordinary
i smell something burning from the kitchen yaar,risk
so our slot at the grocery store got moved to early morning,info
okay so how do we get to the service center from here,question
arre we're not renewing the subscription anymore,decision
by the way way lol,ordinary
by the way let's go ahead with rahul's suggestion,decision
uh the landlord increased the rent by the full amount,info
um long time no see you know,ordinary
arre which bus goes to the the service center,question
okay so the new timings for the service center are 9 am to lunchtime you know,info
okay so the bike's tyre looks completely worn out,risk
so i guess we'll figure something out,ordinary
by the way remind me to pay the electricity bill saturday only,task
hey what was the address ankit sent you know,question
you know we still have to pick up the medicine,task
watch out the milk has gone bad,risk
listen priya said the iron was left plugged in please look at it,risk
is the market open on tomorrow or not,question
by the way what time does the pharmacy open on tuesday,question
you know dad's fever isn't coming coming down since tomorrow,risk
what documents do they need at the gym,question
actually the pressure pressure cooker whistle is stuck be careful you know,risk
make sure the invoice reaches priya by 7 in the evening,task
the flight got delayed sunday,info
can you send the email when you get time,task
okay so does anyone know where i kept the laptop actually,question
somebody left the gate open all night only,risk
the strike is over buses are back from day after tomorrow actually,info
make sure sure the laptop reaches the plumber by noon,task
uh the dog did the funniest thing today actually,ordinary
pending item is to pay the electricity bill don't let me forget right,task
the teacher said the prices went up again,info
actually let's meet at 1030 not 7 in the evening actually,decision
the electrician's fever isn't coming down since friday,risk
i'll get it done and update you by 8 pm only,task
okay so results came and she passed passed with distinction,info
you know i think the stove is still on,risk
arre instead of buying let's just rent the tickets,decision
task for this evening is to return the library books only,task
listen remind me to book the tickets next week,task
arre the salary got credited early this month,info
could you find out the fees for the trip,question
the wedding venue changed to the clinic,info
is the market open on this weekend or not,question
did anyone ask ankit about the assignment,question
don't eat that it's been out since monday,risk
the deadline for the documents moved to thursday,info
note it down we must pick up the medicine by wednesday,task
okay so so is there a way to reschedule the meeting,question
don't eat that it's been out since tomorrow na,risk
hey update priya cleared the interview,info
hey the wire is sparking someone should check,risk
actually the salary got credited early this month,info
the bike's tyre looks looks completely worn out,risk
the delivery guy said the floor is wet please look at it,risk
you know okay final we're going with the cheaper option,decision
um they announced a holiday on saturday,info
you know let's drop the idea of the flight this month,decision
can somebody check the status of the presentation,question
okay so we agreed to keep the trip at the office itself,decision
they announced a holiday on wednesday only,info
so whom do we call if the school is shut,question
okay so how many people are coming to the party,question
you know cool cool actually,ordinary
so i've i've decided to quit and look for something better,decision
um the landlord increased the rent by half of it,info
what's up,ordinary
arre i'm fine thanks,ordinary
okay so kids were playing near the main road again,risk
uh i'm supposed to send send the photos to mom today,task
um long time no see,ordinary
okay then thursday early morning is locked for the meeting na,decision
the office is shifting to the new building this weekend,info
i think the iron was left plugged in in na,risk
the ceiling ceiling fan is wobbling badly get it checked,risk
listen is the offer on the invoice still valid,question
our slot at the clinic got moved to 8 pm na,info
don't eat that it's been out since this evening you you know,risk
um dad's fever isn't coming down since thursday,risk
where do we submit the photos,question
by the way i had biryani for lunch,ordinary
by the way we agreed to keep the interview at the gym gym itself,decision
arre aunt seema confirmed the flight is at lunchtime you know,info
listen we are shifting the review from thursday to tuesday,decision
listen mom texted that the wedding is happening at the airport,info
by the way the wedding venue changed to the bank,info
note it down we must pay the electricity bill by day after tomorrow,task
can you check when the wedding starts starts na,question
the electrician reached safely an hour ago,info
the extension board is overheating unplug it right,risk
uh just scrolling reels,ordinary
our slot at the restaurant got moved to 7 in the evening,info
actually nothing much just chilling,ordinary
um she sings really well,ordinary
so note it down we must submit the form by this weekend na,task
by the way decided we're selling the old bike,decision
actually the coffee here is decent right,ordinary
yeah you know,ordinary
dad said the the train is running late,info
arre the electrician is coming down thursday for the interview,info
um decided we're selling the the old bike,decision
you know how many people are coming to the flight,question
um no way really,ordinary
sarah confirmed the meeting is at early morning,info
i'll send the assignment by thursday,task
they announced a holiday on monday only,info
by the way i'll pick up the form from the service center on my way back,task
there's a crack on the wall near the office getting bigger,risk
let's cut cut the budget for the tickets by more than expected right,decision
hey make sure the keys reaches priya by 4 pm,task
okay so the rent finally got delivered to the clinic,info
who should i contact about the rent,question
arre good good morning everyone,ordinary
i think the tap is leaking badly,risk
my brother shifted to the new place last week only,info
my brother reached safely safely an hour ago,info
note it down we must fix the tap by thursday,task
you know how much did we pay for the presentation last time,question
should we take a cab or the metro to the metro station,question
so the bike's tyre looks completely worn out,risk
i'll pick up the presentation from the school on my way back,task
decided we're selling the old bike,decision
uh watch out the floor is wet,risk
someone ought to take care of that,ordinary
by the way the ceiling ceiling fan is wobbling badly get it checked,risk
listen okay then next week lunchtime is locked for the flight,decision
not sure who's handling that but someone should you know,ordinary
moving the laptop to this evening everyone okay with that done then yaar,decision
what documents do they need at the clinic,question
is it possible to change the date of the wedding,question
watch out the gas smells weird,risk
the plumber's fever isn't coming down since next week,risk
note it down we must water the plants by day after tomorrow,task
street dogs near the airport looked aggressive today you know,risk
whom do we call if the school is shut,question
uh can somebody check the status of the tickets,question
okay so how much did we pay pay for the parcel last time,question
by the way priya said the power will be cut,info
pending item is to renew the insurance don't let me forget,task
someone has to book the tickets before the appointment,task
is the service center open on tonight tonight or not,question
listen let's do the checkup at 530 instead,decision
how do we get to the gym from here,question
arre someone has to recharge the phone before the meeting,task
okay so the new new phone looks nice though,ordinary
uh did anyone ask rahul about the presentation,question
actually did you notice the tap is leaking badly,risk
listen arre wah nice na,ordinary
uh okay final we're going with the cheaper option,decision
how many people are coming to the wedding,question
my brother is getting discharged this evening morning yaar,info
let's move the call to to thursday you know,decision
our slot at the gym got moved to 9 am,info
so should we take a cab or the metro to the gym,question
so do you know what time the metro station closes,question
i will share the details with the delivery guy after the class,task
the teacher hasn't picked up the phone since 1030,risk
actually which bus goes to the gym only,question
where do we submit the tickets,question
make sure the the rent reaches rahul by 530,task
we decided to cancel the checkup,decision
arre somebody has to deal with this at some point,task
let's do the flight at early morning instead,decision
listen i have to drop the medicine at the pharmacy tuesday,task
okay so it's settled the teacher pays for the report this time you know,decision
arre that link our neighbour forwarded looks like a scam,risk
that link my brother forwarded looks like a scam,risk
okay so i smell something burning from the kitchen actually,risk
priya texted that the trip is happening at the bank,info
rahul is coming down next week for the call,info
um the teacher reached safely an hour ago,info
uh we're not renewing the the subscription anymore you know,decision
the plumber's fever isn't coming down since sunday,risk
we'll take the morning train instead of the flight you know,decision
the inverter battery is is swelling up don't touch it,risk
hey did you see how crowded the service center was,ordinary
could you find out the fees for the wedding,question
listen i'll follow up with the electrician about the call you know,task
hey where do we submit the tickets yaar,question
uh we still have to pay the electricity bill actually,task
news says the grocery store metro line opens tuesday,info
moving the charger to next week everyone okay with that done then,decision
listen somebody left the gate open all night,risk
the charger finally got delivered to the metro station,info
let's do the meeting at early morning instead na,decision
the teacher hasn't picked up the phone since 8 pm,risk
um i'll follow up with my boss about the wedding,task
i'll call our neighbour tuesday about the tickets,task
can you check when the flight starts only,question
hey we're switching to the new plan from thursday,decision
long time no see actually,ordinary
what was the address the delivery guy sent,question
mom hasn't picked up the phone since lunchtime,risk
arre that was a great match,ordinary
could you find out out the fees for the appointment right,question
you take take care of the medicine and i'll handle the rest,task
you take care of the medicine and i'll handle the rest only,task
um the flight venue changed to the office,info
actually our slot at the grocery store got moved to 7 in the evening,info
what time does the school open on tomorrow,question
dr mehta shifted to the new place last week right,info
so note it down we must recharge the phone by tuesday,task
by the way we should probably fix this sometime,task
i'll send the charger by this evening,task
our slot at the market got moved to early morning,info
so the extension board is overheating unplug it right,risk
watch out the wire is sparking na,risk
hey our booking at the service center is confirmed for tonight,info
uh the landlord reached safely an hour ago,info
aunt seema is getting discharged saturday morning,info
by the way monsoon started early this year,ordinary
so the dog did the funniest thing today yaar,ordinary
so let me finish the assignment tonight and send it over,task
arre dr mehta's fever isn't coming down since thursday,risk
i need to pick up the medicine before 1030,task
let's split the cost of the laptop,decision
um cool cool,ordinary
i need to renew the insurance before lunchtime,task
final call we're skipping the appointment this time,decision
uh can you check when the review starts,question
how do do we get to the market from here,question
actually actually oh nice only,ordinary
i'm fine thanks you know,ordinary
i've decided decided to quit and look for something better,decision
the meeting venue changed to the service center only,info
hey the dog did the funniest thing today you know,ordinary
the refund of 1200 got credited today yaar,info
final call we're skipping the class class this time,decision
arre i think the tap is leaking badly,risk
okay so the service center is running a big sale till saturday yaar,info
dr mehta texted that the meeting is happening at the grocery store,info
okay so what a boring day,ordinary
how how are you doing,ordinary
our slot at the clinic got moved to 8 pm,info
hey mom hasn't picked up the phone since early morning only,risk
let's cut the budget for the medicine by half of it,decision
where do we submit the laptop,question
um hahaha good one,ordinary
update the plumber cleared the interview,info
the landlord said the meeting got cancelled actually,info
uh i'll follow up with the landlord about the interview,task
did anyone ask the teacher about the invoice,question
actually actually the inverter battery is swelling up don't touch it,risk
arre not sure who's handling that but someone should,task
you know actually let's meet at 7 in the evening not 530,decision
actually good morning everyone,ordinary
is it possible to change the date of the checkup,question
let's move the checkup to sunday,decision
so the invoice finally got delivered to the office,info
okay so the restaurant is running a big sale till sunday only,info
do you know what time the school closes,question
whom do we call if the airport is shut,question
update dr mehta cleared the interview right,info
watch out the brakes feel loose you know,risk
arre he's always late anyway,ordinary
arre someone ought to take care of that,ordinary
the extension board is overheating unplug it,risk
the new timings for the office are 1030 to 1030,info
listen can somebody check the status of the laptop,question
i'll pick up the report from the bank on my way back,task
my my back hurts from sitting all day,ordinary
got the confirmation the medicine ships tonight right,info
anyway how was your day na,ordinary
make sure the charger reaches ankit by 7 in the evening na,task
arre the landlord said the prices went up again,info
watch out the tap is leaking badly na,risk
actually the wedding venue changed to the office,info
let's do the meeting at lunchtime instead,decision
um does anyone know where i kept the laptop,question
okay so we should hang out sometime,ordinary
we decided to cancel the class,decision
arre priya hasn't picked up the phone since lunchtime actually,risk
who should i contact about the charger,question
hey the plumber is coming down tuesday for the call you know,info
okay so hahaha good one,ordinary
by the way i'm worried mom sounded really unwell on the call you know,risk
so okay bye see you,ordinary
which bus goes to the metro station,question
remind remind me to call the plumber saturday,task
i said i'd help my brother with the form tonight right,task
who should should i contact about the medicine,question
by the way we're not renewing the subscription anymore,decision
can somebody check the status of the assignment,question
arre which bus goes to the gym,question
we'll do the appointment first and water the plants after,decision
uh there's a crack on the wall near the market getting bigger na,risk
can you check when the appointment starts,question
pending item is to return the library books don't let me forget,task
actually the teacher hasn't picked up the phone since noon,risk
arre there's water leaking near the switchboard,risk
uh watch out the iron was left plugged in,risk
so actually let's meet at early morning not 530,decision
careful the gas smells weird right,risk
mom confirmed the review is at 8 pm you know,info
um the internet banking otp came without me doing anything,risk
uh i love this place,ordinary
actually i'll get it done and update you by 1030 only,task
that actor is so good in the music,ordinary
